id,y
533,2
534,0
535,2
536,2
537,0
538,0
539,0
540,0
541,0
542,2
543,0
544,0
545,0
546,0
547,0
548,1
549,2
550,0
551,2
552,0
553,2
554,0
555,1
556,0
557,0
558,1
559,1
560,0
561,0
562,2
563,0
564,0
565,2
566,2
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,2
578,0
579,2
580,0
581,0
582,2
583,0
584,1
585,0
586,0
587,2
588,2
589,0
590,1
591,1
592,0
593,2
594,0
595,2
596,0
597,0
598,2
599,0
600,0
601,0
602,1
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,1
612,2
613,2
614,0
615,0
616,0
617,2
618,2
619,0
620,0
621,0
622,2
623,0
624,0
625,2
626,0
627,0
628,2
629,0
630,0
631,0
632,1
633,0
634,1
635,0
636,0
637,0
638,0
639,0
640,0
641,2
642,2
643,0
644,2
645,0
646,0
647,2
648,0
649,0
650,2
651,0
652,0
653,0
654,1
655,2
656,1
657,0
658,0
659,2
660,2
661,0
662,0
663,2
664,3
665,0
666,1
667,2
668,0
669,2
670,2
671,2
672,2
673,0
674,0
675,2
676,0
677,0
678,0
679,0
680,0
681,0
682,1
683,0
684,1
685,0
686,0
687,0
688,0
689,2
690,3
691,0
692,2
693,0
694,1
695,0
696,2
697,0
698,2
699,2
700,2
701,0
702,0
703,2
704,0
705,1
706,0
707,2
708,0
709,0
710,0
711,0
712,0
713,0
714,2
715,2
716,0
717,1
718,0
719,0
720,0
721,0
722,2
723,2
724,2
725,0
726,0
727,0
728,2
729,0
730,0
731,0
732,0
733,1
734,0
735,1
736,0
737,2
738,0
739,0
740,2
741,1
742,0
743,0
744,1
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,1
753,0
754,0
755,0
756,0
757,0
758,0
759,2
760,2
761,0
762,2
763,3
764,0
765,2
766,0
767,2
768,2
769,0
770,3
771,0
772,0
773,2
774,0
775,2
776,3
777,2
778,0
779,1
780,0
781,0
782,2
783,0
784,2
785,0
786,0
787,1
788,2
789,2
790,1
791,0
792,2
793,0
794,0
795,0
796,1
797,2
798,0
799,0
800,0
801,0
802,1
803,2
804,0
805,0
806,0
807,0
808,0
809,1
810,0
811,0
812,2
813,0
814,1
815,3
816,1
817,0
818,3
819,0
820,0
821,0
822,0
823,2
824,0
825,2
826,0
827,1
828,2
829,0
830,0
831,0
832,0
833,0
834,2
835,3
836,2
837,2
838,2
839,2
840,2
841,0
842,0
843,0
844,0
845,0
846,3
847,0
848,2
849,0
850,2
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,2
860,2
861,2
862,1
863,2
864,0
865,0
866,1
867,0
868,0
869,0
870,3
871,0
872,0
873,2
874,2
875,2
876,2
877,0
878,2
879,0
880,0
881,0
882,0
883,0
884,2
885,2
886,1
887,3
888,2
889,0
890,2
891,0
892,0
893,2
894,0
895,1
896,0
897,0
898,0
899,0
900,2
901,2
902,2
903,0
904,2
905,1
906,0
907,2
908,0
909,0
910,0
911,2
912,0
913,0
914,1
915,2
916,0
917,0
918,0
919,0
920,1
921,0
922,0
923,0
924,0
925,1
926,1
927,0
928,0
929,3
930,2
931,1
932,2
933,0
934,0
935,2
936,0
937,1
938,0
939,0
940,2
941,0
942,0
943,2
944,2
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,2
954,2
955,0
956,1
957,0
958,0
959,2
960,0
961,2
962,0
963,0
964,0
965,0
966,0
967,2
968,3
969,2
970,2
971,2
972,0
973,0
974,2
975,0
976,0
977,0
978,2
979,0
980,2
981,0
982,0
983,0
984,0
985,2
986,2
987,2
988,0
989,0
990,0
991,2
992,2
993,0
994,0
995,0
996,0
997,0
998,0
999,2
1000,2
1001,0
1002,3
1003,0
1004,0
1005,0
1006,2
1007,2
1008,0
1009,0
1010,0
1011,2
1012,0
1013,2
1014,2
1015,2
1016,2
1017,0
1018,0
1019,0
1020,1
1021,0
1022,3
1023,0
1024,2
1025,0
1026,0
1027,2
1028,0
1029,2
1030,2
1031,0
1032,0
1033,0
1034,2
1035,0
1036,2
1037,0
1038,2
1039,2
1040,2
1041,1
1042,2
1043,1
1044,3
1045,2
1046,0
1047,0
1048,0
1049,0
1050,0
1051,1
1052,0
1053,0
1054,0
1055,2
1056,1
1057,2
1058,0
1059,3
1060,0
1061,2
1062,2
1063,2
1064,0
1065,0
1066,0
1067,3
1068,0
1069,0
1070,2
1071,0
1072,0
1073,0
1074,1
1075,3
1076,0
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,1
1084,0
1085,1
1086,2
1087,0
1088,0
1089,2
1090,0
1091,0
1092,2
1093,0
1094,0
1095,2
1096,2
1097,0
1098,0
1099,0
1100,2
1101,1
1102,0
1103,2
1104,0
1105,2
1106,0
1107,0
1108,2
1109,1
1110,1
1111,0
1112,0
1113,0
1114,0
1115,3
1116,0
1117,0
1118,2
1119,0
1120,0
1121,0
1122,0
1123,2
1124,0
1125,2
1126,0
1127,0
1128,0
1129,0
1130,3
1131,2
1132,2
1133,0
1134,0
1135,2
1136,0
1137,2
1138,2
1139,1
1140,0
1141,0
1142,2
1143,2
1144,0
1145,2
1146,2
1147,3
1148,0
1149,0
1150,2
1151,2
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,2
1166,1
1167,1
1168,0
1169,0
1170,2
1171,0
1172,0
1173,0
1174,1
1175,2
1176,0
1177,0
1178,0
1179,2
1180,0
1181,1
1182,2
1183,0
1184,0
1185,0
1186,0
1187,2
1188,2
1189,1
1190,2
1191,2
1192,2
1193,0
1194,0
1195,0
1196,0
1197,0
1198,2
1199,2
1200,0
1201,0
1202,2
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,2
1211,2
1212,0
1213,0
1214,0
1215,2
1216,2
1217,2
1218,0
1219,0
1220,0
1221,2
1222,0
1223,2
1224,0
1225,0
1226,1
1227,0
1228,0
1229,2
1230,2
1231,1
1232,0
1233,2
1234,0
1235,0
1236,0
1237,0
1238,0
1239,2
1240,0
1241,0
1242,0
1243,0
1244,0
1245,3
1246,2
1247,2
1248,0
1249,0
1250,1
1251,0
1252,0
1253,2
1254,0
1255,0
1256,1
1257,0
1258,3
1259,2
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,2
1270,2
1271,0
1272,0
1273,2
1274,0
1275,0
1276,2
1277,2
1278,2
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,3
1291,2
1292,0
1293,3
1294,0
1295,0
1296,2
1297,0
1298,0
1299,0
1300,0
1301,2
1302,0
1303,0
1304,1
1305,0
1306,2
1307,0
1308,2
1309,2
1310,0
1311,0
1312,2
1313,0
1314,0
1315,2
1316,2
1317,2
1318,2
1319,0
1320,0
1321,0
1322,1
1323,2
1324,0
1325,0
1326,2
1327,0
1328,2
1329,1
1330,3
1331,0
1332,2
1333,0
1334,2
1335,0
1336,2
1337,0
1338,0
1339,2
1340,0
1341,0
1342,1
1343,0
1344,0
1345,3
1346,0
1347,1
1348,0
1349,0
1350,1
1351,0
1352,2
1353,0
1354,2
1355,1
1356,0
1357,0
1358,0
1359,2
1360,1
1361,2
1362,2
1363,0
1364,0
1365,2
1366,2
1367,0
1368,2
1369,1
1370,0
1371,0
1372,0
1373,0
1374,2
1375,2
1376,1
1377,0
1378,0
1379,0
1380,3
1381,0
1382,2
1383,2
1384,2
1385,0
1386,1
1387,0
1388,2
1389,1
1390,0
1391,1
1392,2
1393,2
1394,0
1395,0
1396,0
1397,0
1398,2
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,1
1408,2
1409,0
1410,0
1411,0
1412,2
1413,2
1414,2
1415,2
1416,2
1417,0
1418,0
1419,2
1420,0
1421,0
1422,0
1423,0
1424,2
1425,0
1426,0
1427,2
1428,0
1429,0
1430,2
1431,0
1432,2
1433,2
1434,2
1435,2
1436,0
1437,0
1438,0
1439,0
1440,2
1441,0
1442,0
1443,0
1444,0
1445,2
1446,2
1447,0
1448,2
1449,0
1450,2
1451,0
1452,0
1453,0
1454,0
1455,0
1456,2
1457,0
1458,0
1459,0
1460,0
1461,2
1462,1
1463,0
1464,0
1465,0
1466,2
1467,2
1468,2
1469,0
1470,2
1471,0
1472,2
1473,2
1474,2
1475,2
1476,0
1477,0
1478,0
1479,0
1480,0
1481,2
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,1
1490,1
1491,0
1492,2
1493,0
1494,0
1495,2
1496,3
1497,2
1498,0
1499,0
1500,0
1501,1
1502,2
1503,0
1504,0
1505,1
1506,2
1507,0
1508,2
1509,2
1510,0
1511,0
1512,0
1513,1
1514,0
1515,0
1516,1
1517,2
1518,0
1519,1
1520,0
1521,2
1522,2
1523,2
1524,0
1525,2
1526,0
1527,0
1528,3
1529,0
1530,2
1531,0
1532,3
1533,0
1534,0
1535,2
1536,2
1537,0
1538,1
1539,1
1540,2
1541,0
1542,0
1543,2
1544,2
1545,2
1546,0
1547,2
1548,0
1549,0
1550,0
1551,0
1552,2
1553,2
1554,3
1555,0
1556,0
1557,0
1558,2
1559,0
1560,1
1561,0
1562,0
1563,0
1564,0
1565,2
1566,2
1567,2
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,2
1578,0
1579,3
1580,2
1581,0
1582,2
1583,0
1584,1
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,2
1592,0
1593,0
1594,0
1595,1
1596,0
1597,0
1598,2
1599,0
1600,3
1601,0
1602,0
1603,2
1604,0
1605,0
1606,1
1607,1
1608,0
1609,3
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,2
1617,2
1618,0
1619,2
1620,0
1621,0
1622,0
1623,1
1624,0
1625,0
1626,2
1627,1
1628,1
1629,0
1630,2
1631,1
1632,0
1633,0
1634,2
1635,0
1636,0
1637,2
1638,0
1639,0
1640,3
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,2
1650,0
1651,2
1652,0
1653,0
1654,1
1655,0
1656,2
1657,0
1658,0
1659,2
1660,1
1661,0
1662,0
1663,0
1664,2
1665,0
1666,2
1667,2
1668,2
1669,2
1670,0
1671,0
1672,2
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,3
1683,0
1684,0
1685,2
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,2
1698,2
1699,0
1700,3
1701,0
1702,0
1703,0
1704,2
1705,1
1706,2
1707,1
1708,0
1709,0
1710,0
1711,0
1712,0
1713,2
1714,0
1715,2
1716,0
1717,0
1718,0
1719,0
1720,2
1721,0
1722,0
1723,2
1724,0
1725,2
1726,0
1727,0
1728,0
1729,2
1730,0
1731,0
1732,0
1733,0
1734,2
1735,2
1736,0
1737,2
1738,0
1739,0
1740,2
1741,2
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,2
1752,0
1753,0
1754,2
1755,0
1756,2
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,2
1764,0
1765,0
1766,0
1767,1
1768,0
1769,0
1770,0
1771,0
1772,3
1773,2
1774,0
1775,1
1776,3
1777,2
1778,2
1779,0
1780,0
1781,2
1782,0
1783,2
1784,0
1785,0
1786,0
1787,2
1788,0
1789,2
1790,0
1791,2
1792,2
1793,2
1794,2
1795,2
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,3
1803,0
1804,2
1805,2
1806,0
1807,0
1808,2
1809,1
1810,0
1811,2
1812,0
1813,1
1814,0
1815,2
1816,2
1817,0
1818,1
1819,2
1820,0
1821,2
1822,2
1823,1
1824,0
1825,0
1826,2
1827,0
1828,0
1829,3
1830,0
1831,0
1832,3
1833,1
1834,2
1835,0
1836,1
1837,2
1838,0
1839,2
1840,0
1841,0
1842,0
1843,0
1844,3
1845,2
1846,0
1847,1
1848,0
1849,0
1850,0
1851,2
1852,0
1853,2
1854,0
1855,0
1856,2
1857,2
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,2
1868,2
1869,2
1870,2
1871,0
1872,0
1873,0
1874,2
1875,0
1876,0
1877,0
1878,2
1879,2
1880,2
1881,2
1882,0
1883,1
1884,1
1885,0
1886,2
1887,0
1888,0
1889,0
1890,2
1891,1
1892,2
1893,0
1894,0
1895,0
1896,0
1897,0
1898,2
1899,0
1900,2
1901,0
1902,0
1903,1
1904,0
1905,0
1906,0
1907,0
1908,2
1909,0
1910,0
1911,3
1912,0
1913,2
1914,0
1915,0
1916,0
1917,3
1918,0
1919,2
1920,2
1921,0
1922,2
1923,2
1924,2
1925,3
1926,0
1927,2
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,1
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,2
1946,2
1947,0
1948,2
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,2
1957,0
1958,2
1959,0
1960,0
1961,1
1962,0
1963,2
1964,2
1965,0
1966,2
1967,2
1968,2
1969,0
1970,0
1971,2
1972,0
1973,0
1974,0
1975,0
1976,2
1977,3
1978,0
1979,0
1980,0
1981,1
1982,1
1983,0
1984,0
1985,0
1986,2
1987,3
1988,1
1989,2
1990,0
1991,1
1992,0
1993,0
1994,1
1995,0
1996,0
1997,0
1998,3
1999,0
2000,0
2001,2
2002,0
2003,2
2004,0
2005,0
2006,0
2007,0
2008,2
2009,0
2010,0
2011,0
2012,0
2013,2
2014,0
2015,2
2016,3
2017,2
2018,2
2019,2
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,2
2027,2
2028,0
2029,0
2030,2
2031,0
2032,1
2033,0
2034,0
2035,2
2036,0
2037,0
2038,0
2039,2
2040,2
2041,1
2042,2
2043,0
2044,0
2045,2
2046,2
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,2
2054,2
2055,0
2056,0
2057,0
2058,2
2059,2
2060,1
2061,0
2062,0
2063,0
2064,2
2065,0
2066,2
2067,0
2068,0
2069,0
2070,0
2071,0
2072,1
2073,0
2074,0
2075,2
2076,0
2077,0
2078,2
2079,0
2080,0
2081,1
2082,2
2083,2
2084,0
2085,2
2086,0
2087,0
2088,0
2089,2
2090,2
2091,0
2092,0
2093,0
2094,2
2095,0
2096,0
2097,0
2098,0
2099,0
2100,2
2101,2
2102,2
2103,0
2104,0
2105,0
2106,0
2107,1
2108,0
2109,0
2110,2
2111,0
2112,0
2113,0
2114,2
2115,3
2116,0
2117,2
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,2
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,3
2132,0
2133,0
2134,0
2135,3
2136,0
2137,0
2138,2
2139,0
2140,2
2141,0
2142,2
2143,0
2144,3
2145,0
2146,0
2147,2
2148,0
2149,1
2150,0
2151,0
2152,2
2153,2
2154,0
2155,0
2156,0
2157,1
2158,2
2159,0
2160,2
2161,0
2162,2
2163,0
2164,0
2165,1
2166,2
2167,2
2168,0
2169,0
2170,0
2171,2
2172,0
2173,2
2174,2
2175,2
2176,0
2177,0
2178,2
2179,0
2180,2
2181,0
2182,0
2183,0
2184,0
2185,1
2186,2
2187,0
2188,1
2189,0
2190,0
2191,0
2192,0
2193,0
2194,2
2195,2
2196,0
2197,2
2198,0
2199,0
2200,1
2201,2
2202,2
2203,0
2204,2
2205,0
2206,0
2207,0
2208,0
2209,0
2210,2
2211,3
2212,0
2213,1
2214,0
2215,2
2216,0
2217,1
2218,0
2219,0
2220,0
2221,0
2222,1
2223,0
2224,0
2225,2
2226,2
2227,1
2228,0
2229,2
2230,2
2231,0
2232,0
2233,0
2234,0
2235,2
2236,1
2237,0
2238,0
2239,0
2240,2
2241,0
2242,2
2243,2
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,2
2252,2
2253,0
2254,0
2255,2
2256,0
2257,0
2258,1
2259,2
2260,0
2261,2
2262,1
2263,1
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,2
2271,0
2272,0
2273,2
2274,1
2275,0
2276,2
2277,0
2278,2
2279,0
2280,2
2281,0
2282,0
2283,0
2284,2
2285,0
2286,0
2287,0
2288,1
2289,2
2290,2
2291,0
2292,0
2293,0
2294,0
2295,2
2296,3
2297,0
2298,0
2299,3
2300,2
2301,2
2302,1
2303,0
2304,0
2305,2
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,1
2313,0
2314,0
2315,1
2316,0
2317,2
2318,2
2319,0
2320,0
2321,2
2322,1
2323,2
2324,0
2325,0
2326,1
2327,0
2328,2
2329,0
2330,0
2331,0
2332,0
2333,0
2334,2
2335,0
2336,1
2337,0
2338,0
2339,0
2340,0
2341,2
2342,2
2343,2
2344,0
2345,2
2346,2
2347,0
2348,0
2349,0
2350,0
2351,0
2352,2
2353,0
2354,3
2355,0
2356,2
2357,0
2358,0
2359,0
2360,2
2361,0
2362,0
2363,2
2364,0
2365,0
2366,1
2367,0
2368,0
2369,1
2370,3
2371,0
2372,2
2373,1
2374,0
2375,0
2376,2
2377,1
2378,2
2379,0
2380,0
2381,0
2382,2
2383,2
2384,0
2385,2
2386,2
2387,0
2388,0
2389,0
2390,0
2391,2
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,3
2399,0
2400,0
2401,0
2402,3
2403,0
2404,0
2405,2
2406,1
2407,0
2408,2
2409,0
2410,0
2411,1
2412,0
2413,0
2414,2
2415,1
2416,0
2417,2
2418,0
2419,2
2420,0
2421,0
2422,0
2423,0
2424,0
2425,2
2426,0
2427,2
2428,2
2429,0
2430,2
2431,0
2432,2
2433,2
2434,2
2435,1
2436,0
2437,0
2438,1
2439,0
2440,0
2441,0
2442,2
2443,1
2444,3
2445,2
2446,0
2447,0
2448,2
2449,0
2450,0
2451,2
2452,0
2453,2
2454,0
2455,0
2456,0
2457,0
2458,0
2459,2
2460,2
2461,2
2462,1
2463,0
2464,0
2465,0
2466,1
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,2
2474,2
2475,2
2476,0
2477,2
2478,0
2479,1
2480,0
2481,2
2482,0
2483,2
2484,2
2485,2
2486,2
2487,0
2488,0
2489,0
2490,0
2491,2
2492,2
2493,0
2494,2
2495,0
2496,2
2497,0
2498,0
2499,0
2500,2
2501,2
2502,0
2503,0
2504,0
2505,1
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,1
2518,2
2519,2
2520,2
2521,1
2522,1
2523,0
2524,2
2525,2
2526,0
2527,2
2528,0
2529,2
2530,0
2531,0
2532,2
2533,0
2534,0
2535,0
2536,2
2537,2
2538,0
2539,0
2540,0
2541,2
2542,0
2543,0
2544,0
2545,1
2546,0
2547,2
2548,0
2549,2
2550,0
2551,0
2552,2
2553,2
2554,0
2555,0
2556,0
2557,2
2558,1
2559,1
2560,0
2561,2
2562,0
2563,2
2564,2
2565,0
2566,2
2567,0
2568,0
2569,0
2570,1
2571,0
2572,2
2573,2
2574,0
2575,0
2576,0
2577,1
2578,0
2579,0
2580,2
2581,0
2582,2
2583,0
2584,0
2585,0
2586,0
2587,0
2588,2
2589,1
2590,0
2591,2
2592,0
2593,0
2594,2
2595,0
2596,0
2597,2
2598,2
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,2
2606,3
2607,0
2608,0
2609,0
2610,0
2611,2
2612,0
2613,2
2614,2
2615,0
2616,0
2617,2
2618,2
2619,2
2620,1
2621,2
2622,0
2623,2
2624,0
2625,0
2626,3
2627,3
2628,0
2629,1
2630,0
2631,0
2632,2
2633,0
2634,2
2635,2
2636,0
2637,0
2638,1
2639,0
2640,0
2641,1
2642,0
2643,0
2644,0
2645,2
2646,0
2647,0
2648,0
2649,2
2650,0
2651,0
2652,2
2653,1
2654,2
2655,0
2656,0
2657,0
2658,2
2659,2
2660,1
2661,0
2662,0
2663,2
2664,0
2665,2
2666,0
2667,0
2668,0
2669,2
2670,0
2671,0
2672,0
2673,3
2674,2
2675,0
2676,0
2677,0
2678,2
2679,0
2680,2
2681,0
2682,0
2683,0
2684,2
2685,2
2686,0
2687,0
2688,3
2689,2
2690,2
2691,0
2692,0
2693,1
2694,1
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,2
2702,0
2703,2
2704,1
2705,0
2706,2
2707,0
2708,0
2709,1
2710,2
2711,0
2712,2
2713,0
2714,0
2715,0
2716,2
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,2
2724,0
2725,0
2726,0
2727,2
2728,0
2729,2
2730,0
2731,2
2732,0
2733,1
2734,1
2735,0
2736,0
2737,0
2738,0
2739,2
2740,0
2741,2
2742,0
2743,0
2744,0
2745,2
2746,1
2747,0
2748,2
2749,1
2750,0
2751,0
2752,0
2753,0
2754,0
2755,2
2756,0
2757,0
2758,0
2759,2
2760,0
2761,2
2762,0
2763,0
2764,2
2765,0
2766,2
2767,0
2768,0
2769,0
2770,0
2771,3
2772,0
2773,0
2774,1
2775,2
2776,0
2777,0
2778,2
2779,0
2780,1
2781,2
2782,0
2783,0
2784,2
2785,1
2786,0
2787,0
2788,0
2789,2
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,2
2797,0
2798,0
2799,0
2800,1
2801,0
2802,2
2803,2
2804,1
2805,0
2806,1
2807,2
2808,0
2809,2
2810,1
2811,0
2812,1
2813,2
2814,0
2815,0
2816,2
2817,2
2818,0
2819,0
2820,2
2821,2
2822,2
2823,0
2824,0
2825,0
2826,0
2827,2
2828,0
2829,2
2830,0
2831,1
2832,1
2833,0
2834,3
2835,0
2836,0
2837,2
2838,0
2839,3
2840,2
2841,0
2842,0
2843,0
2844,0
2845,0
2846,2
2847,0
2848,0
2849,0
2850,2
2851,2
2852,0
2853,1
2854,2
2855,0
2856,2
2857,0
2858,0
2859,2
2860,2
2861,1
2862,0
2863,2
2864,2
2865,0
2866,2
2867,2
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,2
2878,0
2879,0
2880,2
2881,0
2882,0
2883,0
2884,2
2885,2
2886,1
2887,2
2888,1
2889,0
2890,2
2891,2
2892,0
2893,0
2894,0
2895,0
2896,2
2897,0
2898,2
2899,0
2900,2
2901,0
2902,2
2903,2
2904,0
2905,2
2906,0
2907,2
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,2
2915,2
2916,2
2917,0
2918,0
2919,2
2920,0
2921,1
2922,0
2923,0
2924,2
2925,2
2926,1
2927,0
2928,3
2929,2
2930,0
2931,0
2932,0
2933,0
2934,0
2935,2
2936,0
2937,0
2938,2
2939,1
2940,0
2941,2
2942,0
2943,2
2944,0
2945,0
2946,2
2947,0
2948,3
2949,2
2950,2
2951,0
2952,0
2953,1
2954,0
2955,0
2956,2
2957,0
2958,0
2959,0
2960,0
2961,0
2962,0
2963,3
2964,2
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,2
2973,2
2974,0
2975,0
2976,1
2977,0
2978,0
2979,0
2980,0
2981,2
2982,0
2983,0
2984,2
2985,0
2986,2
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,2
2996,0
2997,0
